368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,445.1666666666667,0,0,0,0,1,0,1,5,5
346.125,379.25,0,0,0,0,1,1,1,5,5
344.9,339.7,1,2,2,0,1,2,1,7,6
380.8333333333333,326.75,1,2,2,0,1,2,2,7,6
385.0,317.5,1,4,5,1,1,3,2,9,6
377.1875,323.25,1,5,5,0,1,4,4,10,6
354.77777777777777,328.5,1,5,6,1,1,5,5,10,6
357.15,326.4,1,6,6,0,1,6,5,11,6
380.72727272727275,321.5,2,6,6,0,1,6,7,11,7
410.3333333333333,319.1666666666667,3,6,6,0,1,6,9,11,8
427.84615384615387,324.46153846153845,3,7,7,0,1,7,10,12,8
425.60714285714283,323.75,5,7,7,0,1,7,11,12,10
415.03333333333336,333.1666666666667,5,7,8,1,1,8,12,12,10
407.3125,337.6875,5,9,9,0,2,9,13,19,15
409.55882352941177,334.47058823529414,5,10,10,0,2,10,14,20,15
412.1388888888889,321.5,8,10,10,0,2,11,14,20,18
413.1578947368421,318.36842105263156,8,12,12,0,2,12,15,22,18
419.5,318.7,8,12,13,1,2,13,16,22,18
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,431.1666666666667,0,0,0,0,1,0,1,5,5
397.75,364.375,0,0,0,0,1,1,2,5,5
388.3,299.8,2,0,0,0,1,2,3,5,7
405.3333333333333,277.75,2,0,0,0,1,3,4,5,7
419.0,270.5,2,1,2,1,1,4,4,6,7
439.75,252.8125,2,2,2,0,1,6,5,7,7
450.44444444444446,241.77777777777777,3,2,2,0,1,7,6,7,8
434.85,230.85,4,2,2,0,1,7,8,7,9
433.54545454545456,227.0,5,2,3,1,1,8,8,7,10
442.6666666666667,232.25,5,4,4,0,1,8,9,8,10
449.03846153846155,228.6153846153846,7,4,4,0,1,10,10,9,12
441.5,228.0,7,5,5,0,1,11,13,10,12
441.03333333333336,222.33333333333334,9,5,5,0,1,14,14,10,14
443.46875,217.375,10,6,7,1,2,16,14,16,20
449.3235294117647,210.52941176470588,11,6,7,1,2,18,16,16,21
454.52777777777777,218.25,11,6,8,2,2,18,16,16,21
466.1842105263158,234.97368421052633,11,7,10,3,2,19,16,17,21
472.3,245.65,11,8,11,3,2,20,17,18,21
468.8333333333333,255.3095238095238,11,9,11,2,2,21,17,19,21
472.04545454545456,259.47727272727275,11,10,12,2,2,22,18,20,21
473.60869565217394,261.30434782608694,12,10,13,3,2,23,18,20,22
476.0625,258.1666666666667,13,11,13,2,2,25,19,21,23
468.94,255.28,13,11,13,2,2,25,19,21,23
456.9807692307692,253.28846153846155,14,11,13,2,2,25,20,21,24
443.962962962963,254.03703703703704,14,11,13,2,2,28,22,21,24
436.75,259.35714285714283,15,11,14,3,2,29,23,21,25
436.55172413793105,264.3103448275862,15,13,15,2,2,30,23,23,25
435.31666666666666,268.93333333333334,15,14,16,2,2,31,26,24,25
436.4193548387097,270.88709677419354,16,15,17,2,3,32,26,29,31
433.84375,272.71875,16,16,18,2,3,34,26,31,31
431.95454545454544,274.43939393939394,16,19,21,2,3,34,26,33,31
368.0,500,0,0,0,0,1,0,0,5,5
368.0,500,0,0,0,0,1,0,0,5,5
368.0,431.1666666666667,0,0,0,0,1,0,1,5,5
397.75,364.375,0,0,0,0,1,1,2,5,5
388.3,299.8,2,0,0,0,1,2,3,5,7
405.3333333333333,277.75,2,0,0,0,1,3,4,5,7
419.0,270.5,2,1,2,1,1,4,4,6,7
